,Bigram,Count,Frequency
2198,юШ,1,2.0040722748625205e-06
2199,иЦ,5,1.0020361374312604e-05
2200,шМ,1,2.0040722748625205e-06
2201,—є,1,2.0040722748625205e-06
2202,оґ,2,4.008144549725041e-06
2203,Тю,4,8.016289099450082e-06
2204,бО,1,2.0040722748625205e-06
2205,бГ,1,2.0040722748625205e-06
2206,юК,6,1.2024433649175124e-05
2207,"
H",1,2.0040722748625205e-06
2208,Hi,2,4.008144549725041e-06
2209,iн,2,4.008144549725041e-06
2210,Єг,1,2.0040722748625205e-06
2211,"
г",3,6.012216824587562e-06
2212,СП,1,2.0040722748625205e-06
2213,ВІ,2,4.008144549725041e-06
2214,ДЬ,1,2.0040722748625205e-06
2215,ЬІ,1,2.0040722748625205e-06
2216,ОК,1,2.0040722748625205e-06
2217,КУ,2,4.008144549725041e-06
2218,УТ,1,2.0040722748625205e-06
2219,бД,1,2.0040722748625205e-06
2220,бК,1,2.0040722748625205e-06
2221,яj,1,2.0040722748625205e-06
2222,jo,1,2.0040722748625205e-06
2223,oй,1,2.0040722748625205e-06
2224,мЙ,1,2.0040722748625205e-06
2225,юЖ,1,2.0040722748625205e-06
2226,шЛ,1,2.0040722748625205e-06
2227,шГ,7,1.4028505924037644e-05
2228,п6,1,2.0040722748625205e-06
2229,6к,1,2.0040722748625205e-06
2230,кГ,8,1.6032578198900164e-05
2231,иЕ,2,4.008144549725041e-06
2232,жВ,1,2.0040722748625205e-06
2233,——,2,4.008144549725041e-06
2234,Ящ,1,2.0040722748625205e-06
2235,гЯ,1,2.0040722748625205e-06
2236,чЧ,4,8.016289099450082e-06
2237,гХ,2,4.008144549725041e-06
2238,я•,1,2.0040722748625205e-06
2239,•о,1,2.0040722748625205e-06
2240,ИЙ,2,4.008144549725041e-06
2241,ЙС,2,4.008144549725041e-06
2242,ТУ,1,2.0040722748625205e-06
2243,ІН,1,2.0040722748625205e-06
2244,НЬ,1,2.0040722748625205e-06
2245,"Ь
",2,4.008144549725041e-06
2246,еШ,4,8.016289099450082e-06
2247,Хи,3,6.012216824587562e-06
2248,гч,3,6.012216824587562e-06
2249,шЩ,2,4.008144549725041e-06
2250,жТ,1,2.0040722748625205e-06
2251,СЛ,1,2.0040722748625205e-06
2252,ЛИ,2,4.008144549725041e-06
2253,ИЗ,1,2.0040722748625205e-06
2254,ЗЬ,1,2.0040722748625205e-06
2255,ОР,1,2.0040722748625205e-06
2256,РО,2,4.008144549725041e-06
2257,ОГ,1,2.0040722748625205e-06
2258,Вя,4,8.016289099450082e-06
2259,нЗ,1,2.0040722748625205e-06
2260,Шу,5,1.0020361374312604e-05
2261,гф,1,2.0040722748625205e-06
2262,"ф
",1,2.0040722748625205e-06
2263,бa,1,2.0040722748625205e-06
2264,am,1,2.0040722748625205e-06
2265,mp,1,2.0040722748625205e-06
2266,pм,1,2.0040722748625205e-06
2267,тЖ,2,4.008144549725041e-06
2268,—Ї,3,6.012216824587562e-06
2269,Їй,2,4.008144549725041e-06
2270,чЛ,3,6.012216824587562e-06
2271,Аї,2,4.008144549725041e-06
2272,їР,2,4.008144549725041e-06
2273,шч,6,1.2024433649175124e-05
2274,цц,1,2.0040722748625205e-06
2275,сХ,1,2.0040722748625205e-06
2276,XX,12,2.4048867298350248e-05
2277,"
л",2,4.008144549725041e-06
2278,ьЖ,1,2.0040722748625205e-06
2279,тґ,1,2.0040722748625205e-06
2280,"
д",3,6.012216824587562e-06
2281,іЕ,1,2.0040722748625205e-06
2282,чР,1,2.0040722748625205e-06
2283,рЖ,1,2.0040722748625205e-06
2284,тЛ,1,2.0040722748625205e-06
2285,кґ,1,2.0040722748625205e-06
2286,"
п",1,2.0040722748625205e-06
2287,чГ,2,4.008144549725041e-06
2288,жК,2,4.008144549725041e-06
2289,пї,2,4.008144549725041e-06
2290,СО,1,2.0040722748625205e-06
2291,НУ,1,2.0040722748625205e-06
2292,УР,1,2.0040722748625205e-06
2293,"У
",1,2.0040722748625205e-06
2294,яO,1,2.0040722748625205e-06
2295,Ox,1,2.0040722748625205e-06
2296,xo,1,2.0040722748625205e-06
2297,ox,1,2.0040722748625205e-06
2298,x—,1,2.0040722748625205e-06
2299,єЦ,3,6.012216824587562e-06
2300,хБ,1,2.0040722748625205e-06
2301,еЖ,3,6.012216824587562e-06
2302,тІ,1,2.0040722748625205e-06
2303,лІ,1,2.0040722748625205e-06
2304,у1,2,4.008144549725041e-06
2305,1п,1,2.0040722748625205e-06
2306,Іж,1,2.0040722748625205e-06
2307,Яр,8,1.6032578198900164e-05
2308,гЩ,1,2.0040722748625205e-06
2309,сС,2,4.008144549725041e-06
2310,шр,2,4.008144549725041e-06
2311,сІ,1,2.0040722748625205e-06
2312,мЖ,2,4.008144549725041e-06
2313,ЕЙ,1,2.0040722748625205e-06
2314,ЙД,1,2.0040722748625205e-06
2315,ДЕ,1,2.0040722748625205e-06
2316,ОБ,2,4.008144549725041e-06
2317,БУ,1,2.0040722748625205e-06
2318,нІ,3,6.012216824587562e-06
2319,сД,1,2.0040722748625205e-06
2320,Еп,1,2.0040722748625205e-06
2321,ІА,1,2.0040722748625205e-06
2322,їЩ,1,2.0040722748625205e-06
2323,бА,1,2.0040722748625205e-06
2324,ДС,1,2.0040722748625205e-06
2325,Ср,1,2.0040722748625205e-06
2326,Ші,1,2.0040722748625205e-06
2327,гІ,1,2.0040722748625205e-06
2328,ЧЕ,1,2.0040722748625205e-06
2329,ВЕ,1,2.0040722748625205e-06
2330,РТ,1,2.0040722748625205e-06
2331,ВЗ,1,2.0040722748625205e-06
2332,СВ,2,4.008144549725041e-06
2333,"Ї
",1,2.0040722748625205e-06
2334,сЩ,1,2.0040722748625205e-06
2335,Ау,3,6.012216824587562e-06
2336,ЦІ,1,2.0040722748625205e-06
2337,Ій,1,2.0040722748625205e-06
2338,тi,1,2.0040722748625205e-06
2339,iє,1,2.0040722748625205e-06
2340,йю,1,2.0040722748625205e-06
2341,щї,1,2.0040722748625205e-06
2342,гщ,1,2.0040722748625205e-06
2343,Оп,5,1.0020361374312604e-05
2344,їе,2,4.008144549725041e-06
2345,ыВ,1,2.0040722748625205e-06
2346,лг,3,6.012216824587562e-06
2347,ыи,2,4.008144549725041e-06
2348,тЩ,1,2.0040722748625205e-06
2349,ЗБ,1,2.0040722748625205e-06
2350,БИ,1,2.0040722748625205e-06
2351,ИШ,1,2.0040722748625205e-06
2352,ЦЬ,1,2.0040722748625205e-06
2353,ОЧ,1,2.0040722748625205e-06
2354,ЧК,1,2.0040722748625205e-06
2355,Хм,1,2.0040722748625205e-06
2356,рГ,3,6.012216824587562e-06
2357,Им,1,2.0040722748625205e-06
2358,шж,1,2.0040722748625205e-06
2359,ЗА,1,2.0040722748625205e-06
2360,К—,1,2.0040722748625205e-06
2361,ЕБ,2,4.008144549725041e-06
2362,БЕ,2,4.008144549725041e-06
2363,ЕЗ,2,4.008144549725041e-06
2364,ЗЩ,1,2.0040722748625205e-06
2365,ЩА,1,2.0040722748625205e-06
2366,ЯД,1,2.0040722748625205e-06
2367,ВК,1,2.0040722748625205e-06
2368,пм,1,2.0040722748625205e-06
2369,Вт,1,2.0040722748625205e-06
2370,Вь,1,2.0040722748625205e-06
2371,—е,1,2.0040722748625205e-06
2372,юф,1,2.0040722748625205e-06
2373,цВ,1,2.0040722748625205e-06
2374,жС,1,2.0040722748625205e-06
2375,—И,1,2.0040722748625205e-06
2376,"
т",1,2.0040722748625205e-06
2377,кШ,2,4.008144549725041e-06
2378,шК,1,2.0040722748625205e-06
2379,жЦ,1,2.0040722748625205e-06
2380,ЇМ,1,2.0040722748625205e-06
2381,МД,1,2.0040722748625205e-06
2382,БР,1,2.0040722748625205e-06
2383,—1,1,2.0040722748625205e-06
2384,1ч,1,2.0040722748625205e-06
2385,Ощ,1,2.0040722748625205e-06
2386,шД,1,2.0040722748625205e-06
2387,шО,1,2.0040722748625205e-06
2388,іи,1,2.0040722748625205e-06
2389,НО,2,4.008144549725041e-06
2390,ЙВ,1,2.0040722748625205e-06
2391,иЮ,1,2.0040722748625205e-06
2392,Юд,1,2.0040722748625205e-06
2393,тШ,1,2.0040722748625205e-06
2394,зК,3,6.012216824587562e-06
2395,гШ,1,2.0040722748625205e-06
2396,хШ,2,4.008144549725041e-06
2397,шБ,1,2.0040722748625205e-06
2398,бП,2,4.008144549725041e-06
2399,IІ,1,2.0040722748625205e-06
2400,Е—,1,2.0040722748625205e-06
2401,ВЛ,1,2.0040722748625205e-06
2402,ЕН,1,2.0040722748625205e-06
2403,"Е
",1,2.0040722748625205e-06
2404,Пш,1,2.0040722748625205e-06
2405,зР,1,2.0040722748625205e-06
2406,тХ,1,2.0040722748625205e-06
2407,чЗ,1,2.0040722748625205e-06
2408,чК,2,4.008144549725041e-06
2409,зШ,2,4.008144549725041e-06
2410,Ше,1,2.0040722748625205e-06
2411,ыж,1,2.0040722748625205e-06
2412,АШ,1,2.0040722748625205e-06
2413,фу,1,2.0040722748625205e-06
2414,Чл,1,2.0040722748625205e-06
2415,уЦ,1,2.0040722748625205e-06
2416,Вх,1,2.0040722748625205e-06
2417,—Э,1,2.0040722748625205e-06
2418,єШ,1,2.0040722748625205e-06
2419,Ош,1,2.0040722748625205e-06
2420,иэ,1,2.0040722748625205e-06
2421,эл,1,2.0040722748625205e-06
2422,сы,3,6.012216824587562e-06
2423,ых,1,2.0040722748625205e-06
2424,жІ,1,2.0040722748625205e-06
2425,Зх,1,2.0040722748625205e-06
2426,рє,1,2.0040722748625205e-06
2427,Їм,1,2.0040722748625205e-06
2428,Яг,1,2.0040722748625205e-06
2429,1з,1,2.0040722748625205e-06
2430,ИХ,1,2.0040722748625205e-06
2431,ХО,1,2.0040722748625205e-06
2432,ВЧ,1,2.0040722748625205e-06
2433,ЧИ,1,2.0040722748625205e-06
2434,ТЬ,1,2.0040722748625205e-06
2435,шУ,1,2.0040722748625205e-06
2436,чж,1,2.0040722748625205e-06
2437,АЯ,3,6.012216824587562e-06
2438,уJ,1,2.0040722748625205e-06
2439,Jн,1,2.0040722748625205e-06
2440,дА,1,2.0040722748625205e-06
2441,іЇ,1,2.0040722748625205e-06
2442,Їр,1,2.0040722748625205e-06
2443,"
б",1,2.0040722748625205e-06
2444,ОЦ,1,2.0040722748625205e-06
2445,ЦЕ,1,2.0040722748625205e-06
2446,ПР,1,2.0040722748625205e-06
2447,РА,1,2.0040722748625205e-06
2448,ВД,1,2.0040722748625205e-06
2449,ДА,1,2.0040722748625205e-06
2450,м1,1,2.0040722748625205e-06
2451,1н,1,2.0040722748625205e-06
2452,"
в",1,2.0040722748625205e-06
2453,Ци,3,6.012216824587562e-06
2454,кю,1,2.0040722748625205e-06
2455,сГ,1,2.0040722748625205e-06
2456,ц—,1,2.0040722748625205e-06
2457,кЩ,1,2.0040722748625205e-06
2458,"
",1,2.0040722748625205e-06
